queue_rank,content_id,client_id,priority_score,reason_codes,is_declining_label,content_type,main_intent
47,content_af16f5d9153b,client_7f2253d7e2,0.8307979294960838,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,1,keyword article,
48,content_fafb95d57453,client_7f2253d7e2,0.8295034669849719,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,1,keyword article,
49,content_787b9931e4e2,client_7f2253d7e2,0.8291593734789628,weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,1,keyword article,
50,content_4aafa33e6c49,client_7f2253d7e2,0.8289424651031644,weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,1,keyword article,
51,content_bf0267d876b0,client_7f2253d7e2,0.8288542330117973,weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,1,keyword article,
52,content_47b8b12d581e,client_7f2253d7e2,0.8285487247450429,weak position: average position past the site's typical page,1,keyword article,commercial
53,content_5b334c933fd1,client_7f2253d7e2,0.8285443805412431,weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,1,keyword article,
54,content_21121adc6615,client_7f2253d7e2,0.8276695991268198,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,1,keyword article,
55,content_0daf885ddaa7,client_7f2253d7e2,0.8275596073194985,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,1,keyword article,
56,content_366a5202d6c8,client_3fdba35f04,0.826742409744686,weak position: average position past the site's typical page,1,keyword article,informational
57,content_dcaed25f4272,client_7f2253d7e2,0.8264082582944104,low real-user traffic: below-median users_90d,1,keyword article,informational
58,content_40bb24d50421,client_7f2253d7e2,0.826102309445767,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,1,keyword article,
59,content_24e64303de4d,client_3fdba35f04,0.8258167498861619,weak position: average position past the site's typical page,1,keyword article,transactional
60,content_b8545cf96378,client_6208ef0f77,0.8251034338679705,weak position: average position past the site's typical page,1,keyword article,
61,content_90509007b432,client_6208ef0f77,0.8236882399424912,weak position: average position past the site's typical page,1,keyword article,
62,content_d8020ed269ef,client_6208ef0f77,0.8235261695225772,low real-user traffic: below-median users_90d,1,keyword article,informational
63,content_a928cb66d230,client_f369cb89fc,0.8226908847678749,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,1,keyword article,informational
64,content_141690bd0376,client_7f2253d7e2,0.8222944051295519,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,1,keyword article,
65,content_c591436529aa,client_7f2253d7e2,0.8221462574499202,low real-user traffic: below-median users_90d,1,keyword article,
66,content_a5123fd22804,client_6208ef0f77,0.8214980355819149,weak position: average position past the site's typical page,1,keyword article,
67,content_c94a53e3bfb8,client_f369cb89fc,0.8214165495646543,"elevated by several moderate signals together, no single dominant flag",0,keyword article,informational
68,content_87c007fb5c26,client_f369cb89fc,0.8208511101400547,low real-user traffic: below-median users_90d,1,keyword article,informational
69,content_c4a383850ef8,client_19581e27de,0.820507296520493,low real-user traffic: below-median users_90d,1,keyword article,commercial
70,content_f433463b3815,client_7f2253d7e2,0.8199028412884222,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,1,keyword article,
71,content_130c9d60b528,client_7f2253d7e2,0.8192838143976446,"elevated by several moderate signals together, no single dominant flag",1,keyword article,informational
72,content_62f2e30b7532,client_6208ef0f77,0.8191760350413363,"elevated by several moderate signals together, no single dominant flag",1,keyword article,
73,content_623fddeecb19,client_19581e27de,0.8189400002531972,weak position: average position past the site's typical page,1,keyword article,informational
74,content_075f30202343,client_7f2253d7e2,0.8187030366367861,weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,1,keyword article,transactional
75,content_6226ee6adc91,client_d029fa3a95,0.818667911238202,stale: 180+ days since last update; weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,1,keyword article,informational
76,content_21b3d827d451,client_3fdba35f04,0.8184883463837934,weak position: average position past the site's typical page,1,keyword article,informational
77,content_3a378d863880,client_7f2253d7e2,0.8183936284412636,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,1,keyword article,
78,content_e454bc31017a,client_6208ef0f77,0.8180014509332787,weak position: average position past the site's typical page,1,keyword article,
79,content_d8231d0777d3,client_7f2253d7e2,0.817813750672546,weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,1,keyword article,
80,content_f1cdef315047,client_7f2253d7e2,0.8177213306820584,low real-user traffic: below-median users_90d,1,keyword article,transactional
81,content_5aa14ed789b2,client_7f2253d7e2,0.8176204541479771,low real-user traffic: below-median users_90d,1,keyword article,informational
82,content_b51992d6cbc2,client_f369cb89fc,0.8170311777348596,low real-user traffic: below-median users_90d,1,keyword article,informational
83,content_701f7861d94a,client_7f2253d7e2,0.8168060698685812,low real-user traffic: below-median users_90d,1,keyword article,informational
84,content_c8e9d6ab9013,client_19581e27de,0.8165019019605236,low real-user traffic: below-median users_90d,1,keyword article,informational
85,content_d6e1bbb4a996,client_d029fa3a95,0.8164548242757071,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,1,keyword article,informational
86,content_03475a5923fe,client_3fdba35f04,0.8158882885946452,"elevated by several moderate signals together, no single dominant flag",1,keyword article,commercial
87,content_ea41fe5cf292,client_d029fa3a95,0.8158864917976272,stale: 180+ days since last update; inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,1,keyword article,informational
88,content_186489efe6f4,client_6208ef0f77,0.8150902924365798,"elevated by several moderate signals together, no single dominant flag",0,keyword article,informational
89,content_e76ac7fed711,client_3fdba35f04,0.8150477856434236,low real-user traffic: below-median users_90d,1,keyword article,commercial
90,content_58c8c8598fd5,client_7f2253d7e2,0.8148258871386675,"elevated by several moderate signals together, no single dominant flag",1,keyword article,commercial
91,content_b872486bfd10,client_f369cb89fc,0.8145995389577472,low real-user traffic: below-median users_90d,1,keyword article,informational
92,content_f4de869ba53d,client_7f2253d7e2,0.8143742571513863,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,1,keyword article,
93,content_b1d593faf9c6,client_3fdba35f04,0.8142225734077174,"elevated by several moderate signals together, no single dominant flag",1,keyword article,informational
94,content_c89e3b5466ba,client_7f2253d7e2,0.81372172083102,weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,1,keyword article,informational
95,content_177af7067f14,client_3fdba35f04,0.813499521354759,weak position: average position past the site's typical page,1,keyword article,transactional
96,content_b16659c4fc39,client_7f2253d7e2,0.8128976841185307,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,1,keyword article,
97,content_80d424865465,client_7f2253d7e2,0.812614341798294,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,1,keyword article,
98,content_99c177eb1cf5,client_7f2253d7e2,0.8125040073527922,low real-user traffic: below-median users_90d,1,keyword article,informational
99,content_829c68e60d13,client_f369cb89fc,0.8124124503290934,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,1,keyword article,informational
100,content_a786fdde7d58,client_7f2253d7e2,0.8121359299439717,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,1,keyword article,
101,content_aaaac50e2bf5,client_6208ef0f77,0.8120391855283905,"elevated by several moderate signals together, no single dominant flag",1,keyword article,informational
102,content_fd182a96d1f0,client_7f2253d7e2,0.8118527639856721,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,1,keyword article,
103,content_efe1c25a4004,client_19581e27de,0.8116319708432942,low real-user traffic: below-median users_90d,1,keyword article,commercial
104,content_a37ce8ddc090,client_7f2253d7e2,0.8116234840327078,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,1,keyword article,commercial
105,content_c0ca28146a2a,client_6208ef0f77,0.8110656199035989,"elevated by several moderate signals together, no single dominant flag",1,keyword article,informational
106,content_24792450aff3,client_7f2253d7e2,0.8110427601243777,"elevated by several moderate signals together, no single dominant flag",1,keyword article,informational
107,content_b5e9e6453511,client_f369cb89fc,0.8110406044793824,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,1,keyword article,informational
108,content_16565406952d,client_7f2253d7e2,0.8110164450919264,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,1,keyword article,
109,content_35e6edbb0a2d,client_349c41201b,0.8098806979756642,weak position: average position past the site's typical page,0,keyword article,informational
110,content_ee75b851f9e8,client_7f2253d7e2,0.8098758609580208,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,1,keyword article,
111,content_99ba59484a1d,client_6208ef0f77,0.8098255732254556,"elevated by several moderate signals together, no single dominant flag",1,keyword article,informational
112,content_2bc3b7c8b3d9,client_f369cb89fc,0.8097922764281217,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,1,keyword article,informational
113,content_5c7ccee8cd9e,client_f369cb89fc,0.8094798908532038,low real-user traffic: below-median users_90d,1,keyword article,informational
114,content_75b020e94834,client_7f2253d7e2,0.8086861566234387,weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,1,keyword article,
115,content_c84a0ab98e90,client_f369cb89fc,0.807941327405933,"elevated by several moderate signals together, no single dominant flag",0,keyword article,informational
116,content_04f9c8cfb061,client_3fdba35f04,0.8077671208549161,low real-user traffic: below-median users_90d,1,keyword article,commercial
117,content_a05bb99e3fdf,client_7f2253d7e2,0.8076914505668713,low real-user traffic: below-median users_90d,1,keyword article,transactional
118,content_a8680d500da8,client_7f2253d7e2,0.8074825176976048,low real-user traffic: below-median users_90d,1,keyword article,informational
119,content_a27eb2ede5e6,client_6208ef0f77,0.8074002731020697,"elevated by several moderate signals together, no single dominant flag",0,keyword article,transactional
120,content_8dd942af90ff,client_6208ef0f77,0.8073954315975885,weak position: average position past the site's typical page,0,keyword article,
121,content_48d68b8d88d9,client_19581e27de,0.8072867106930055,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,1,keyword article,informational
122,content_e04eb9549989,client_3fdba35f04,0.8072695924133099,low real-user traffic: below-median users_90d,1,keyword article,informational
123,content_2aa32d8bd261,client_6208ef0f77,0.8071884514488481,inconsistent visibility: below-median days with impressions in the last 90d,1,keyword article,
124,content_12f8e9440b9c,client_7f2253d7e2,0.8071314616436785,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,1,keyword article,
125,content_0d4a3e8192e3,client_6208ef0f77,0.8070380501038982,"elevated by several moderate signals together, no single dominant flag",0,keyword article,informational
126,content_0922823c38a5,client_19581e27de,0.8067609486289796,low real-user traffic: below-median users_90d,1,keyword article,informational
127,content_f3ac2b55033f,client_3fdba35f04,0.8065029065208372,inconsistent visibility: below-median days with impressions in the last 90d,1,keyword article,transactional
128,content_cecfa73a2ae6,client_7f2253d7e2,0.8064735973286977,low real-user traffic: below-median users_90d,1,keyword article,informational
129,content_3acbc02ae81e,client_19581e27de,0.8064265760182266,low real-user traffic: below-median users_90d,1,keyword article,informational
130,content_5cda32af644c,client_3fdba35f04,0.8061166203888933,"elevated by several moderate signals together, no single dominant flag",1,keyword article,informational
131,content_928af3e22c80,client_7f2253d7e2,0.8059750327183905,stale: 180+ days since last update; weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,1,keyword article,informational
132,content_84aa46ec1097,client_6208ef0f77,0.8058056219875953,"elevated by several moderate signals together, no single dominant flag",1,keyword article,informational
133,content_96698a57735c,client_7f2253d7e2,0.8055895391330358,weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,1,keyword article,informational
134,content_b16bd7307b39,client_7f2253d7e2,0.805297337874682,stale: 180+ days since last update; weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,1,keyword article,informational
135,content_1d4f0e0d7b93,client_f74efabef1,0.805138198315871,low real-user traffic: below-median users_90d,1,keyword article,transactional
136,content_cbdf5a78dcd0,client_19581e27de,0.804871516793312,low real-user traffic: below-median users_90d,0,keyword article,transactional
137,content_96dba8ca02c1,client_f369cb89fc,0.804555513186572,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,1,keyword article,informational
138,content_9fcddb149dee,client_19581e27de,0.8042222927311453,low real-user traffic: below-median users_90d,1,keyword article,informational
139,content_cd60e1bb8058,client_6208ef0f77,0.8042126086854184,weak position: average position past the site's typical page,0,keyword article,
140,content_9b6df29f7889,client_3fdba35f04,0.8039930162699247,"elevated by several moderate signals together, no single dominant flag",1,keyword article,commercial
141,content_e0b39e983a86,client_6208ef0f77,0.8038950512371652,"elevated by several moderate signals together, no single dominant flag",0,keyword article,informational
142,content_c89ccc2975d4,client_6208ef0f77,0.8036620327208571,"elevated by several moderate signals together, no single dominant flag",1,keyword article,commercial
143,content_afa114dc512c,client_f369cb89fc,0.8035148320655368,"elevated by several moderate signals together, no single dominant flag",1,keyword article,informational
144,content_d185e41055fb,client_19581e27de,0.8035138871823494,low real-user traffic: below-median users_90d,1,keyword article,informational
145,content_374e795aab68,client_f369cb89fc,0.8034582938362355,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,0,keyword article,commercial
146,content_0797b2065787,client_f369cb89fc,0.8032956829805078,low real-user traffic: below-median users_90d,1,keyword article,informational
147,content_53854b72b1cf,client_6208ef0f77,0.8030858249874401,"elevated by several moderate signals together, no single dominant flag",1,keyword article,informational
148,content_c176caa98791,client_7f2253d7e2,0.8027735088923109,low real-user traffic: below-median users_90d,1,keyword article,informational
149,content_b138aaee7964,client_6208ef0f77,0.8026038067151458,"elevated by several moderate signals together, no single dominant flag",1,keyword article,informational
150,content_4cc7526e87df,client_19581e27de,0.8023663597266463,"elevated by several moderate signals together, no single dominant flag",1,keyword article,informational
151,content_cbb8511c4820,client_6208ef0f77,0.8022744503782536,weak position: average position past the site's typical page,1,keyword article,informational
152,content_5195668f06db,client_19581e27de,0.8020612507692777,"elevated by several moderate signals together, no single dominant flag",1,keyword article,informational
153,content_45a7c8034b99,client_7f2253d7e2,0.8020378826335175,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,1,keyword article,
154,content_97a36e9e956f,client_7f2253d7e2,0.8020358689630167,weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,1,keyword article,commercial
155,content_4d76cdb3387b,client_3fdba35f04,0.8018902372719093,low real-user traffic: below-median users_90d,1,keyword article,commercial
156,content_0361d8df96e6,client_3fdba35f04,0.8017787737502874,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,1,keyword article,informational
157,content_1cafff54ead7,client_f369cb89fc,0.8016487948730077,low real-user traffic: below-median users_90d,1,keyword article,transactional
158,content_c306d1c53a3e,client_19581e27de,0.8015803919526285,low real-user traffic: below-median users_90d,1,keyword article,transactional
159,content_a84bb64e01dd,client_349c41201b,0.8014835228855062,weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,1,keyword article,informational
160,content_50531dcfdbe5,client_6208ef0f77,0.8013875206441413,weak position: average position past the site's typical page,0,keyword article,
161,content_e3ff1b093148,client_d029fa3a95,0.8011565797475745,stale: 180+ days since last update,1,keyword article,informational
162,content_df1e8cee858c,client_f369cb89fc,0.8006037720973119,"elevated by several moderate signals together, no single dominant flag",1,keyword article,commercial
163,content_c90bfc85694f,client_b4944c6ff0,0.8005589890917469,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,1,keyword article,commercial
164,content_1920089ce26b,client_7f2253d7e2,0.7999532013898857,low real-user traffic: below-median users_90d,1,keyword article,informational
165,content_2833a1b8e20f,client_19581e27de,0.7998095126159174,low real-user traffic: below-median users_90d,1,keyword article,commercial
166,content_bef9eb4949af,client_7f2253d7e2,0.7997077724277017,low real-user traffic: below-median users_90d,1,keyword article,commercial
167,content_4bb993e9270e,client_6208ef0f77,0.799700959402423,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,1,keyword article,informational
168,content_937b94f86f0e,client_6208ef0f77,0.7993004220631836,"elevated by several moderate signals together, no single dominant flag",1,keyword article,informational
169,content_64d9dc2795ff,client_6208ef0f77,0.7992768667491843,low real-user traffic: below-median users_90d,0,keyword article,informational
170,content_790d054f7ecc,client_7f2253d7e2,0.7991999260349776,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,1,keyword article,
171,content_597c1dcedde0,client_19581e27de,0.7991171854830893,low real-user traffic: below-median users_90d,1,keyword article,commercial
172,content_ae62a4fba956,client_7f2253d7e2,0.7990591873540533,"elevated by several moderate signals together, no single dominant flag",1,keyword article,informational
173,content_db35f1132b24,client_3fdba35f04,0.799038711006754,"elevated by several moderate signals together, no single dominant flag",1,keyword article,commercial
174,content_d0fd2e1ec8f6,client_6208ef0f77,0.7989682413958853,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,1,keyword article,informational
175,content_a8864e189b2e,client_d029fa3a95,0.7989534647527372,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,1,comparison article,informational
176,content_db812b31ab45,client_7f2253d7e2,0.7987446451037202,low real-user traffic: below-median users_90d,1,keyword article,commercial
177,content_4a6607efcb46,client_6208ef0f77,0.7987032925402171,"elevated by several moderate signals together, no single dominant flag",0,keyword article,informational
178,content_f1827cbe5a21,client_6208ef0f77,0.7985630360592666,"elevated by several moderate signals together, no single dominant flag",1,keyword article,informational
179,content_8e4102e30f3f,client_a88a7902cb,0.7984602399430234,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,1,keyword article,informational
180,content_a0eeb9201f04,client_19581e27de,0.798412289416216,"elevated by several moderate signals together, no single dominant flag",1,keyword article,commercial
181,content_14d64f61e5d9,client_7f2253d7e2,0.7982552170340262,weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,1,keyword article,informational
182,content_c4b8d24dcb3f,client_7f2253d7e2,0.7981126858792202,weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,1,keyword article,informational
183,content_7bba5d83959a,client_7f2253d7e2,0.7978773514176636,"elevated by several moderate signals together, no single dominant flag",1,keyword article,informational
184,content_a999fa415a3f,client_6208ef0f77,0.7978290359387841,"elevated by several moderate signals together, no single dominant flag",0,keyword article,informational
185,content_9b28cf5ae4f3,client_f369cb89fc,0.7978090628172688,low real-user traffic: below-median users_90d,1,keyword article,transactional
186,content_567fa7db5bdf,client_3fdba35f04,0.7977602283692864,low real-user traffic: below-median users_90d,1,keyword article,informational
187,content_20b682542a31,client_f369cb89fc,0.7976435201898785,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,1,keyword article,informational
188,content_b847d3bc76b9,client_19581e27de,0.7971926686354578,low real-user traffic: below-median users_90d,0,keyword article,informational
189,content_b893db8d7619,client_3fdba35f04,0.7970989688410995,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,1,keyword article,transactional
190,content_8ba5649e04a5,client_7f2253d7e2,0.7970666881619859,weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,1,keyword article,informational
191,content_f5e4028499d1,client_6208ef0f77,0.7970365024300146,inconsistent visibility: below-median days with impressions in the last 90d,1,keyword article,informational
192,content_ac8dd9f09e1f,client_7f2253d7e2,0.7970018341424011,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,1,keyword article,informational
193,content_9a5b8476eb7b,client_f369cb89fc,0.7969735522044524,"elevated by several moderate signals together, no single dominant flag",1,keyword article,transactional
194,content_faed35c8b372,client_6208ef0f77,0.796856327083971,weak position: average position past the site's typical page,0,keyword article,
195,content_688d1be4cb88,client_6208ef0f77,0.7967579425811838,weak position: average position past the site's typical page,1,keyword article,
196,content_59e48f05664a,client_7f2253d7e2,0.7965117642173978,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,1,keyword article,
197,content_081e2f53e395,client_6208ef0f77,0.7964571315753761,"elevated by several moderate signals together, no single dominant flag",1,keyword article,informational
198,content_180fabd3a3e0,client_d029fa3a95,0.7964401139517958,stale: 180+ days since last update; inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,1,keyword article,informational
199,content_f57df93d1a2a,client_6208ef0f77,0.7962875736757379,weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,1,keyword article,informational
200,content_58f4769ae8a5,client_7f2253d7e2,0.7960699693028969,low real-user traffic: below-median users_90d,1,keyword article,commercial
201,content_149bf6f0677c,client_19581e27de,0.7959641861754713,"elevated by several moderate signals together, no single dominant flag",1,keyword article,commercial
202,content_3264452ca44a,client_7f2253d7e2,0.7958305376804417,weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,1,keyword article,
